dataset,strategy,budget_fraction,budget,seed,auc,n_sampled,pool_size,sampling_time,inference_time,n_classes
mozilla4,prototype,0.1,1000,1,0.9203887264090348,1000,12436,0.099,0.989,2
mozilla4,stratified_coreset,0.1,1000,1,0.9187674702308672,1000,12436,0.107,0.997,2
mozilla4,random,0.1,1000,2,0.9623651023904387,1000,12436,0.0,0.992,2
mozilla4,stratified,0.1,1000,2,0.9608399588544123,1000,12436,0.002,1.007,2
mozilla4,coreset,0.1,1000,2,0.9460001669078077,1000,12436,0.125,1.022,2
mozilla4,prototype,0.1,1000,2,0.9145933685089975,1000,12436,0.097,1.011,2
mozilla4,stratified_coreset,0.1,1000,2,0.9162544762704918,1000,12436,0.106,1.0,2
mozilla4,random,0.1,1000,3,0.9616205810454618,1000,12436,0.0,1.008,2
mozilla4,stratified,0.1,1000,3,0.9609956144504654,1000,12436,0.002,1.028,2
mozilla4,coreset,0.1,1000,3,0.9561838873953661,1000,12436,0.144,1.066,2
mozilla4,prototype,0.1,1000,3,0.9184088059809257,1000,12436,0.097,1.068,2
mozilla4,stratified_coreset,0.1,1000,3,0.9250733972396449,1000,12436,0.09,1.05,2
mozilla4,random,0.1,1000,4,0.9586650000890801,1000,12436,0.0,1.09,2
mozilla4,stratified,0.1,1000,4,0.9625788944139332,1000,12436,0.002,1.064,2
mozilla4,coreset,0.1,1000,4,0.9559475909483458,1000,12436,0.151,1.022,2
mozilla4,prototype,0.1,1000,4,0.9161743042616814,1000,12436,0.097,1.05,2
mozilla4,stratified_coreset,0.1,1000,4,0.9035708894029483,1000,12436,0.121,1.03,2
mozilla4,random,0.25,2500,1,0.9686107831820692,2500,12436,0.0,2.203,2
mozilla4,stratified,0.25,2500,1,0.9618414057013082,2500,12436,0.002,2.187,2
mozilla4,coreset,0.25,2500,1,0.9617570141130866,2500,12436,0.324,2.232,2
mozilla4,prototype,0.25,2500,1,0.9341478371842465,2500,12436,0.098,2.13,2
mozilla4,stratified_coreset,0.25,2500,1,0.9491995457857185,2500,12436,0.194,2.269,2
mozilla4,random,0.25,2500,2,0.9688238719423287,2500,12436,0.0,2.22,2
mozilla4,stratified,0.25,2500,2,0.9677103718199608,2500,12436,0.002,2.25,2
mozilla4,coreset,0.25,2500,2,0.955909614733646,2500,12436,0.359,2.117,2
mozilla4,prototype,0.25,2500,2,0.9285845561518186,2500,12436,0.1,2.052,2
mozilla4,stratified_coreset,0.25,2500,2,0.9525752093145808,2500,12436,0.207,1.98,2
mozilla4,random,0.25,2500,3,0.9700137933362527,2500,12436,0.0,2.189,2
mozilla4,stratified,0.25,2500,3,0.9680502823836311,2500,12436,0.002,2.225,2
mozilla4,coreset,0.25,2500,3,0.9642123404881772,2500,12436,0.314,2.136,2
mozilla4,prototype,0.25,2500,3,0.932904467784449,2500,12436,0.098,2.07,2
mozilla4,stratified_coreset,0.25,2500,3,0.9573827167902691,2500,12436,0.199,2.179,2
mozilla4,random,0.25,2500,4,0.9699153364833275,2500,12436,0.0,2.285,2
mozilla4,stratified,0.25,2500,4,0.9678378968866067,2500,12436,0.002,2.299,2
mozilla4,coreset,0.25,2500,4,0.9643529931352132,2500,12436,0.344,2.084,2
mozilla4,prototype,0.25,2500,4,0.9288269475468772,2500,12436,0.097,2.017,2
mozilla4,stratified_coreset,0.25,2500,4,0.9538935934594643,2500,12436,0.219,2.27,2
mozilla4,random,0.5,5000,1,0.9718713459614405,5000,12436,0.0,5.118,2
mozilla4,stratified,0.5,5000,1,0.968768079725671,5000,12436,0.002,4.924,2
mozilla4,coreset,0.5,5000,1,0.96800668006305,5000,12436,0.719,4.974,2
mozilla4,prototype,0.5,5000,1,0.966581399906419,5000,12436,0.098,5.081,2
mozilla4,stratified_coreset,0.5,5000,1,0.9715440941360034,5000,12436,0.368,4.967,2
mozilla4,random,0.5,5000,2,0.9733219435945378,5000,12436,0.0,5.154,2
mozilla4,stratified,0.5,5000,2,0.9722290725270687,5000,12436,0.002,5.189,2
mozilla4,coreset,0.5,5000,2,0.9679401044767862,5000,12436,0.66,4.653,2
mozilla4,prototype,0.5,5000,2,0.9718169602712533,5000,12436,0.098,5.356,2
mozilla4,stratified_coreset,0.5,5000,2,0.9687315100374417,5000,12436,0.537,5.095,2
mozilla4,random,0.5,5000,3,0.9742047733757666,5000,12436,0.0,5.21,2
mozilla4,stratified,0.5,5000,3,0.9746445473188323,5000,12436,0.002,5.204,2
mozilla4,coreset,0.5,5000,3,0.96858148054727,5000,12436,0.826,5.119,2
mozilla4,prototype,0.5,5000,3,0.9680615345953939,5000,12436,0.098,4.894,2
mozilla4,stratified_coreset,0.5,5000,3,0.9707737864724034,5000,12436,0.393,4.861,2
mozilla4,random,0.5,5000,4,0.9710921302968615,5000,12436,0.0,5.115,2
mozilla4,stratified,0.5,5000,4,0.9744002805551466,5000,12436,0.002,5.162,2
mozilla4,coreset,0.5,5000,4,0.969209260195207,5000,12436,0.695,5.17,2
mozilla4,prototype,0.5,5000,4,0.9643323640803145,5000,12436,0.098,4.85,2
mozilla4,stratified_coreset,0.5,5000,4,0.9696232478196496,5000,12436,0.38,5.143,2
mozilla4,random,1.0,10000,1,0.9767580877616258,10000,12436,0.0,14.274,2
mozilla4,stratified,1.0,10000,1,0.9737532783787813,10000,12436,0.002,14.227,2
mozilla4,coreset,1.0,10000,1,0.9763684799293361,10000,12436,1.375,14.183,2
mozilla4,prototype,1.0,10000,1,0.9745906304708019,10000,12436,0.114,14.428,2
mozilla4,stratified_coreset,1.0,10000,1,0.9770595532684394,10000,12436,0.841,14.368,2
mozilla4,random,1.0,10000,2,0.9777154634457835,10000,12436,0.0,15.0,2
mozilla4,stratified,1.0,10000,2,0.9764219279352098,10000,12436,0.002,14.402,2
mozilla4,coreset,1.0,10000,2,0.9744241915051428,10000,12436,1.448,14.933,2
mozilla4,prototype,1.0,10000,2,0.9753220242353888,10000,12436,0.115,14.189,2
mozilla4,stratified_coreset,1.0,10000,2,0.9771519151733263,10000,12436,0.783,15.498,2
mozilla4,random,1.0,10000,3,0.9777871962957718,10000,12436,0.0,15.408,2
mozilla4,stratified,1.0,10000,3,0.9773497665634902,10000,12436,0.002,13.97,2
mozilla4,coreset,1.0,10000,3,0.9784913972152651,10000,12436,1.401,15.692,2
mozilla4,prototype,1.0,10000,3,0.9760203646279222,10000,12436,0.116,14.517,2
mozilla4,stratified_coreset,1.0,10000,3,0.9803437925767283,10000,12436,0.926,14.924,2
mozilla4,random,1.0,10000,4,0.9768898324076826,10000,12436,0.0,14.165,2
mozilla4,stratified,1.0,10000,4,0.977273345291934,10000,12436,0.002,16.005,2
mozilla4,coreset,1.0,10000,4,0.9775295675306178,10000,12436,1.364,16.498,2
mozilla4,prototype,1.0,10000,4,0.9776235703830534,10000,12436,0.111,14.168,2
mozilla4,stratified_coreset,1.0,10000,4,0.978540156799571,10000,12436,0.775,15.64,2
adult,random,0.1,1000,1,0.9031496957639022,1000,39073,0.0,8.354,2
adult,stratified,0.1,1000,1,0.9053447980329785,1000,39073,0.005,8.298,2
adult,coreset,0.1,1000,1,0.9096128062232994,1000,39073,0.6,8.124,2
adult,prototype,0.1,1000,1,0.7642547248774842,1000,39073,2.646,7.743,2
adult,stratified_coreset,0.1,1000,1,0.8625869548175118,1000,39073,0.415,8.447,2
adult,random,0.1,1000,2,0.9021383382378791,1000,39073,0.0,8.754,2
adult,stratified,0.1,1000,2,0.9071725630001892,1000,39073,0.005,8.876,2
adult,coreset,0.1,1000,2,0.9071654833248319,1000,39073,0.626,8.645,2
adult,prototype,0.1,1000,2,0.6964327300183646,1000,39073,2.64,7.028,2
adult,stratified_coreset,0.1,1000,2,0.8837451689849437,1000,39073,0.364,8.065,2
adult,random,0.1,1000,3,0.9055703115943557,1000,39073,0.0,8.249,2
adult,stratified,0.1,1000,3,0.8950491657552305,1000,39073,0.005,8.402,2
adult,coreset,0.1,1000,3,0.8930434591915425,1000,39073,0.642,8.074,2
adult,prototype,0.1,1000,3,0.7170239370155244,1000,39073,2.634,5.412,2
adult,stratified_coreset,0.1,1000,3,0.8653693535703839,1000,39073,0.354,8.074,2
adult,random,0.1,1000,4,0.9030182900822729,1000,39073,0.0,8.419,2
adult,stratified,0.1,1000,4,0.906508483695853,1000,39073,0.005,8.318,2
adult,coreset,0.1,1000,4,0.9054809234981793,1000,39073,0.687,8.35,2
adult,prototype,0.1,1000,4,0.7497760692928693,1000,39073,2.623,6.983,2
adult,stratified_coreset,0.1,1000,4,0.8830286828154637,1000,39073,0.356,8.067,2
adult,random,0.25,2500,1,0.9102786410568908,2500,39073,0.0,14.954,2
adult,stratified,0.25,2500,1,0.9102044483614811,2500,39073,0.005,13.916,2
adult,coreset,0.25,2500,1,0.913306957801336,2500,39073,1.33,13.835,2
adult,prototype,0.25,2500,1,0.8303687048879345,2500,39073,2.651,13.663,2
adult,stratified_coreset,0.25,2500,1,0.8856826689201905,2500,39073,0.855,13.882,2
adult,random,0.25,2500,2,0.909518295435198,2500,39073,0.001,14.043,2
adult,stratified,0.25,2500,2,0.9103137516419954,2500,39073,0.005,13.477,2
adult,coreset,0.25,2500,2,0.9157052409973294,2500,39073,1.292,13.767,2
adult,prototype,0.25,2500,2,0.8026011533078949,2500,39073,2.656,13.36,2
adult,stratified_coreset,0.25,2500,2,0.885980792322731,2500,39073,0.896,13.292,2
adult,random,0.25,2500,3,0.9097776532982826,2500,39073,0.0,14.499,2
adult,stratified,0.25,2500,3,0.9102011675363155,2500,39073,0.005,14.109,2
adult,coreset,0.25,2500,3,0.9104222491058024,2500,39073,1.501,13.411,2
adult,prototype,0.25,2500,3,0.8218003982806634,2500,39073,2.659,13.217,2
adult,stratified_coreset,0.25,2500,3,0.8861388475140382,2500,39073,0.895,13.935,2
adult,random,0.25,2500,4,0.9084225286090833,2500,39073,0.001,13.902,2
adult,stratified,0.25,2500,4,0.9096571261422021,2500,39073,0.005,13.735,2
adult,coreset,0.25,2500,4,0.9113643063949958,2500,39073,1.402,13.461,2
adult,prototype,0.25,2500,4,0.8376950177158804,2500,39073,2.658,13.256,2
adult,stratified_coreset,0.25,2500,4,0.8880857294580917,2500,39073,0.932,13.349,2
adult,random,0.5,5000,1,0.9117838778869967,5000,39073,0.001,25.366,2
adult,stratified,0.5,5000,1,0.9132960504966191,5000,39073,0.006,25.442,2
adult,coreset,0.5,5000,1,0.9125204806949916,5000,39073,2.655,25.146,2
adult,prototype,0.5,5000,1,0.8876765760249498,5000,39073,2.662,25.157,2
adult,stratified_coreset,0.5,5000,1,0.9008429878808621,5000,39073,1.741,24.86,2
adult,random,0.5,5000,2,0.9112879552619773,5000,39073,0.0,25.571,2
adult,stratified,0.5,5000,2,0.9135974547243251,5000,39073,0.006,25.721,2
adult,coreset,0.5,5000,2,0.9154438685924764,5000,39073,2.79,25.228,2
adult,prototype,0.5,5000,2,0.8865157682788872,5000,39073,2.663,24.836,2
adult,stratified_coreset,0.5,5000,2,0.8956360881098406,5000,39073,1.724,25.554,2
adult,random,0.5,5000,3,0.9129552763669271,5000,39073,0.001,25.291,2
adult,stratified,0.5,5000,3,0.913553077247086,5000,39073,0.005,27.488,2
adult,coreset,0.5,5000,3,0.9136742375448653,5000,39073,3.166,24.47,2
adult,prototype,0.5,5000,3,0.891851167035558,5000,39073,2.668,23.371,2
adult,stratified_coreset,0.5,5000,3,0.9023394470646918,5000,39073,1.764,24.499,2
adult,random,0.5,5000,4,0.9134177863777605,5000,39073,0.0,25.04,2
adult,stratified,0.5,5000,4,0.9121856062947638,5000,39073,0.006,24.715,2
adult,coreset,0.5,5000,4,0.9149836896942606,5000,39073,2.576,24.907,2
adult,prototype,0.5,5000,4,0.8915502808328784,5000,39073,2.653,26.047,2
adult,stratified_coreset,0.5,5000,4,0.9025482974877282,5000,39073,1.695,24.542,2
adult,random,1.0,10000,1,0.9134879212104656,10000,39073,0.001,62.976,2
adult,stratified,1.0,10000,1,0.9154773099858304,10000,39073,0.005,62.847,2
adult,coreset,1.0,10000,1,0.9151007633501668,10000,39073,5.113,61.643,2
adult,prototype,1.0,10000,1,0.9121779798152125,10000,39073,2.644,61.231,2
adult,stratified_coreset,1.0,10000,1,0.9103115644252184,10000,39073,3.981,61.66,2
adult,random,1.0,10000,2,0.9152475946659077,10000,39073,0.001,64.794,2
adult,stratified,1.0,10000,2,0.9153844108311436,10000,39073,0.005,62.428,2
adult,coreset,1.0,10000,2,0.9158383158707095,10000,39073,5.921,61.192,2
adult,prototype,1.0,10000,2,0.9098904964164756,10000,39073,2.651,57.847,2
adult,stratified_coreset,1.0,10000,2,0.9042712775038193,10000,39073,3.802,61.89,2
adult,random,1.0,10000,3,0.9147985245265856,10000,39073,0.0,62.756,2
adult,stratified,1.0,10000,3,0.9157292428235402,10000,39073,0.005,59.238,2
adult,coreset,1.0,10000,3,0.9158753834392465,10000,39073,5.849,62.403,2
adult,prototype,1.0,10000,3,0.9103974414628843,10000,39073,2.654,58.886,2
adult,stratified_coreset,1.0,10000,3,0.9093898540078849,10000,39073,3.595,62.709,2
adult,random,1.0,10000,4,0.91592672547517,10000,39073,0.001,60.782,2
adult,stratified,1.0,10000,4,0.9147643924331971,10000,39073,0.005,63.252,2
adult,coreset,1.0,10000,4,0.9165309728889875,10000,39073,5.102,57.024,2
adult,prototype,1.0,10000,4,0.9120527040963922,10000,39073,2.65,58.685,2
adult,stratified_coreset,1.0,10000,4,0.9110754211054215,10000,39073,3.864,60.849,2
numerai28.6,random,0.1,1000,1,0.5058938774817884,1000,77056,0.001,11.229,2
numerai28.6,stratified,0.1,1000,1,0.5018915245872994,1000,77056,0.01,11.035,2
numerai28.6,coreset,0.1,1000,1,0.4987136008630694,1000,77056,1.232,10.138,2
numerai28.6,prototype,0.1,1000,1,0.49972120984605695,1000,77056,13.993,9.996,2
numerai28.6,stratified_coreset,0.1,1000,1,0.5031486605591261,1000,77056,0.605,10.043,2
numerai28.6,random,0.1,1000,2,0.5114875824969228,1000,77056,0.001,10.935,2
numerai28.6,stratified,0.1,1000,2,0.50593128152741,1000,77056,0.01,10.79,2
numerai28.6,coreset,0.1,1000,2,0.5077652398883463,1000,77056,1.116,9.909,2
numerai28.6,prototype,0.1,1000,2,0.5008963569499677,1000,77056,14.006,10.098,2
numerai28.6,stratified_coreset,0.1,1000,2,0.4983040965710851,1000,77056,0.791,10.175,2
numerai28.6,random,0.1,1000,3,0.5088753399567697,1000,77056,0.001,10.91,2
numerai28.6,stratified,0.1,1000,3,0.5101202946110651,1000,77056,0.01,10.721,2
numerai28.6,coreset,0.1,1000,3,0.5154380697816275,1000,77056,1.299,9.946,2
numerai28.6,prototype,0.1,1000,3,0.5035316019780699,1000,77056,14.0,10.627,2
numerai28.6,stratified_coreset,0.1,1000,3,0.49678265201164157,1000,77056,0.653,10.526,2
numerai28.6,random,0.1,1000,4,0.48339116358825374,1000,77056,0.001,10.866,2
numerai28.6,stratified,0.1,1000,4,0.5200326667332339,1000,77056,0.01,10.824,2
numerai28.6,coreset,0.1,1000,4,0.5051817204548844,1000,77056,1.295,10.278,2
numerai28.6,prototype,0.1,1000,4,0.5081899658267038,1000,77056,13.985,10.843,2
numerai28.6,stratified_coreset,0.1,1000,4,0.5157349618934784,1000,77056,0.625,9.955,2
numerai28.6,random,0.25,2500,1,0.5076257448005576,2500,77056,0.001,19.855,2
numerai28.6,stratified,0.25,2500,1,0.5160654776420618,2500,77056,0.009,19.369,2
numerai28.6,coreset,0.25,2500,1,0.5025307737284865,2500,77056,3.395,18.301,2
numerai28.6,prototype,0.25,2500,1,0.5114830220036599,2500,77056,14.597,18.308,2
numerai28.6,stratified_coreset,0.25,2500,1,0.49308367192995595,2500,77056,1.765,18.256,2
numerai28.6,random,0.25,2500,2,0.5121041491847759,2500,77056,0.001,18.168,2
numerai28.6,stratified,0.25,2500,2,0.50421117548074,2500,77056,0.011,19.26,2
numerai28.6,coreset,0.25,2500,2,0.5087841500936741,2500,77056,3.15,18.13,2
numerai28.6,prototype,0.25,2500,2,0.49797028046553515,2500,77056,14.01,17.713,2
numerai28.6,stratified_coreset,0.25,2500,2,0.4907815829360104,2500,77056,1.744,17.898,2
numerai28.6,random,0.25,2500,3,0.5117340291525931,2500,77056,0.001,17.944,2
numerai28.6,stratified,0.25,2500,3,0.5200068239380771,2500,77056,0.01,17.835,2
numerai28.6,coreset,0.25,2500,3,0.5149737995661612,2500,77056,3.486,18.305,2
numerai28.6,prototype,0.25,2500,3,0.5143168085060079,2500,77056,13.984,17.747,2
numerai28.6,stratified_coreset,0.25,2500,3,0.496854799815148,2500,77056,1.662,19.639,2
numerai28.6,random,0.25,2500,4,0.5055826038144285,2500,77056,0.001,18.072,2
numerai28.6,stratified,0.25,2500,4,0.5170484039553718,2500,77056,0.011,18.008,2
numerai28.6,coreset,0.25,2500,4,0.5063215837424976,2500,77056,3.485,17.56,2
numerai28.6,prototype,0.25,2500,4,0.4971692938308207,2500,77056,14.193,22.199,2
numerai28.6,stratified_coreset,0.25,2500,4,0.5019472506146265,2500,77056,1.782,19.824,2
numerai28.6,random,0.5,5000,1,0.5017235864231075,5000,77056,0.001,39.933,2
numerai28.6,stratified,0.5,5000,1,0.5177109956212864,5000,77056,0.012,40.703,2
numerai28.6,coreset,0.5,5000,1,0.5071051284906976,5000,77056,6.37,40.263,2
numerai28.6,prototype,0.5,5000,1,0.5096165401249799,5000,77056,14.463,38.836,2
numerai28.6,stratified_coreset,0.5,5000,1,0.49823648925867825,5000,77056,3.173,41.629,2
numerai28.6,random,0.5,5000,2,0.5165662318036319,5000,77056,0.001,45.125,2
numerai28.6,stratified,0.5,5000,2,0.5160170924087149,5000,77056,0.011,43.769,2
numerai28.6,coreset,0.5,5000,2,0.5149058522169758,5000,77056,6.161,40.863,2
numerai28.6,prototype,0.5,5000,2,0.5018699422529541,5000,77056,14.218,40.383,2
numerai28.6,stratified_coreset,0.5,5000,2,0.5046048380592845,5000,77056,3.424,41.034,2
numerai28.6,random,0.5,5000,3,0.5153503802971329,5000,77056,0.001,41.017,2
numerai28.6,stratified,0.5,5000,3,0.5181098987666506,5000,77056,0.011,41.014,2
numerai28.6,coreset,0.5,5000,3,0.5257089406790239,5000,77056,5.922,39.645,2
numerai28.6,prototype,0.5,5000,3,0.5104955752014138,5000,77056,14.182,39.031,2
numerai28.6,stratified_coreset,0.5,5000,3,0.48969890583365494,5000,77056,3.397,44.065,2
numerai28.6,random,0.5,5000,4,0.5231662056568038,5000,77056,0.001,42.588,2
numerai28.6,stratified,0.5,5000,4,0.5108900378664957,5000,77056,0.012,42.27,2
numerai28.6,coreset,0.5,5000,4,0.511124463221942,5000,77056,6.122,40.49,2
numerai28.6,prototype,0.5,5000,4,0.5123644573397058,5000,77056,14.181,40.543,2
numerai28.6,stratified_coreset,0.5,5000,4,0.5059452430374869,5000,77056,3.242,41.473,2
numerai28.6,random,1.0,10000,1,0.5115225462786055,10000,77056,0.001,98.25,2
numerai28.6,stratified,1.0,10000,1,0.5142841849774471,10000,77056,0.011,98.771,2
numerai28.6,coreset,1.0,10000,1,0.5009777257508172,10000,77056,12.277,94.123,2
numerai28.6,prototype,1.0,10000,1,0.510532499195113,10000,77056,14.117,93.186,2
numerai28.6,stratified_coreset,1.0,10000,1,0.5072643457116321,10000,77056,6.474,94.758,2
numerai28.6,random,1.0,10000,2,0.5120047384325088,10000,77056,0.001,95.369,2
numerai28.6,stratified,1.0,10000,2,0.5078488889358274,10000,77056,0.011,95.146,2
numerai28.6,coreset,1.0,10000,2,0.5191756940430677,10000,77056,12.947,92.4,2
numerai28.6,prototype,1.0,10000,2,0.49006354527305673,10000,77056,14.084,94.333,2
numerai28.6,stratified_coreset,1.0,10000,2,0.4972217595055081,10000,77056,6.567,93.336,2
numerai28.6,random,1.0,10000,3,0.518798333227722,10000,77056,0.001,89.266,2
numerai28.6,stratified,1.0,10000,3,0.5161961917801029,10000,77056,0.011,91.22,2
numerai28.6,coreset,1.0,10000,3,0.5211919521215415,10000,77056,11.91,91.304,2
numerai28.6,prototype,1.0,10000,3,0.5178959156222337,10000,77056,13.925,89.429,2
numerai28.6,stratified_coreset,1.0,10000,3,0.5008613531639583,10000,77056,6.441,91.296,2
numerai28.6,random,1.0,10000,4,0.5200478883796071,10000,77056,0.001,91.414,2
numerai28.6,stratified,1.0,10000,4,0.5158389531411718,10000,77056,0.01,91.041,2
numerai28.6,coreset,1.0,10000,4,0.5083664449146821,10000,77056,11.909,88.932,2
numerai28.6,prototype,1.0,10000,4,0.5057142380519877,10000,77056,13.88,88.565,2
numerai28.6,stratified_coreset,1.0,10000,4,0.5105508611811453,10000,77056,6.966,90.162,2
